,salary,jobcity,gender,10percentage,10board,12percentage,12board,collegetier,degree,specialization,collegegpa,collegecitytier,collegestate,Tenure,Join_age,designations,Personality_ts
3015,720000,patna,m,82.0,State,75.0,State,1,Bachelors,CE,81.2,0,Jharkhand,5,25,engineer,0.27662
3016,90000,Bangalore,m,90.24,State,81.5,State,2,Masters,ECE,82.0,0,Karnataka,2,23,engineer,0.42013999999999996
3017,300000,Hyderabad,m,74.0,State,69.0,State,2,Bachelors,EIE,65.3,0,Madhya Pradesh,0,23,engineer,0.34562
3018,175000,Gurgaon,m,68.3,State,81.3,State,2,Bachelors,ECE,76.0,0,Madhya Pradesh,1,24,engineer,-0.15762
3019,100000,Kolkata,m,75.62,n/a,59.0,n/a,2,Masters,CSE,83.52,1,West Bengal,2,22,developer,0.174726
3020,190000,Noida,m,73.0,State,76.2,State,2,Bachelors,ECE,61.5,0,Uttar Pradesh,1,23,engineer,-1.6139800000000002
3021,435000,Gurgaon,m,82.8,n/a,80.4,n/a,1,Bachelors,EIE,80.7,0,Punjab,4,23,engineer,-0.6911400000000001
3022,50000,Secunderabad,f,78.0,State,82.0,State,2,Bachelors,EIE,61.0,0,Andhra Pradesh,1,23,analyst,0.16094000000000003
3023,145000,New Delhi,m,54.8,State,61.6,State,2,Masters,CSE,73.3,0,Uttar Pradesh,0,26,others,-0.5930199999999999
3024,200000,Gurgaon,f,72.8,State,63.0,State,2,Masters,CSE,73.6,1,Delhi,1,23,executive,-0.2319
3025,250000,Meerut,f,68.0,State,64.0,State,2,Bachelors,CSE,70.0,0,Uttar Pradesh,1,22,developer,0.8635400000000001
3026,500000,Gurgaon,f,93.6,State,86.4,State,2,Bachelors,CSE,77.7,0,Uttar Pradesh,2,24,engineer,-0.38459399999999977
3027,325000,Kolkata,m,90.4,State,89.8,State,2,Bachelors,CSE,86.0,1,West Bengal,1,23,engineer,-0.29518000000000005
3028,230000,Jaipur,m,92.5,State,77.6,State,2,Bachelors,CSE,78.3,0,Haryana,1,21,engineer,0.0018800000000000262
3029,245000,Gurgaon,m,82.2,State,82.4,State,2,Bachelors,ME,73.0,0,Haryana,2,22,manager,0.1899
3030,240000,,m,82.2,State,69.8,State,2,Bachelors,ECE,62.2,0,Uttarakhand,0,22,associate,0.35118000000000005
3031,160000,Chandigarh,f,78.0,State,66.67,State,2,Masters,CSE,64.67,1,Rajasthan,0,25,developer,-0.39346000000000003
3032,325000,Chennai,f,73.0,State,76.0,State,2,Bachelors,ECE,78.9,1,Rajasthan,1,23,engineer,-0.3777
3033,100000,udaipur,f,73.83,State,72.0,State,2,Masters,CSE,72.0,0,Rajasthan,1,23,analyst,0.03978000000000004
3034,335000,Noida,m,86.33,State,85.8,State,1,Bachelors,ECE,79.8,1,Delhi,2,21,engineer,-0.04022
3035,150000,hyderabad ,m,70.3,State,89.1,State,2,Bachelors,CSE,68.18,1,Telangana,1,23,engineer,-0.60656
3036,180000,New Delhi,m,68.6,State,59.2,State,2,Bachelors,EEE,67.9,0,Uttar Pradesh,1,22,engineer,0.5985400000000001
3037,350000,Mumbai,m,81.86,n/a,67.74,n/a,2,Bachelors,ECE,72.22,0,Maharashtra,2,23,engineer,0.46363999999999994
3038,420000,,m,56.0,State,62.0,State,2,Bachelors,EIE,69.0,0,Uttar Pradesh,3,23,engineer,0.09414
3039,325000,Mumbai,m,88.0,State,78.0,State,1,Bachelors,CSE,54.0,1,Maharashtra,2,22,engineer,-0.6618799999999999
3040,200000,Noida,f,68.0,State,74.0,State,2,Masters,CSE,76.0,0,Uttar Pradesh,0,25,engineer,0.27271999999999996
3041,335000,Pune,f,86.8,State,91.7,State,2,Bachelors,ECE,79.75,1,Telangana,1,22,developer,0.03745999999999998
3042,240000,Noida,m,65.0,State,61.0,State,2,Bachelors,CSE,69.9,0,Uttar Pradesh,2,22,engineer,0.6303799999999999
3043,250000,Jodhpur,m,55.5,State,59.38,State,2,Bachelors,CSE,64.4,0,Rajasthan,2,23,developer,-0.04362000000000003
3044,360000,,m,78.0,State,73.4,State,2,Bachelors,CSE,69.0,1,Delhi,2,20,engineer,0.19734
3045,180000,Sahibabad,m,84.8,State,85.8,State,2,Bachelors,EEE,67.0,1,Delhi,0,24,others,-0.08632000000000002
3046,150000,Ghaziabad,m,71.17,State,61.2,State,2,Bachelors,ECE,64.4,0,Uttar Pradesh,1,24,engineer,-0.07196
3047,95000,Faridabad,m,59.0,State,55.0,State,2,Bachelors,ME,66.0,0,Uttarakhand,1,22,engineer,-0.13540000000000002
3048,225000,,m,87.0,State,76.8,State,2,Bachelors,EEE,69.93,0,Punjab,2,21,engineer,-0.32458
3049,420000,Neemrana,m,58.5,State,67.4,State,2,Bachelors,EEE,72.0,0,Uttar Pradesh,3,22,engineer,-0.2617
3050,260000,Gurgaon,m,77.6,State,72.6,State,2,Bachelors,CSE,63.22,0,Jammu and Kashmir,1,24,analyst,-0.029200000000000014
3051,360000,Bangalore,m,83.66,State,93.9,State,2,Bachelors,CSE,73.31,1,Telangana,2,23,engineer,0.22005999999999998
3052,205000,Chennai,m,89.4,State,94.5,State,2,Bachelors,CSE,74.0,0,Tamil Nadu,1,21,developer,0.3623
3053,350000,,m,91.68,State,69.16,State,2,Bachelors,CSE,66.0,1,Karnataka,1,22,engineer,-0.17096
3054,500000,,m,69.3,State,89.6,State,2,Masters,CSE,74.0,0,Andhra Pradesh,3,23,analyst,-0.15283999999999998
3055,335000,,m,81.6,State,76.4,State,2,Bachelors,EEE,72.65,0,Madhya Pradesh,2,22,analyst,-0.2334
3056,335000,Chennai,m,89.9,State,90.1,State,2,Bachelors,CSE,74.5,1,Telangana,3,21,engineer,-0.16874000000000006
3057,180000,Noida,m,84.0,State,81.0,State,2,Bachelors,CSE,75.0,0,Haryana,1,22,engineer,-0.38232
3058,180000,Jaipur,m,77.2,State,79.8,State,1,Bachelors,CSE,74.0,0,Uttar Pradesh,0,21,developer,-0.13018000000000002
3059,300000,Bangalore,m,86.4,State,95.8,State,2,Bachelors,ECE,84.85,1,Telangana,1,22,engineer,-0.80724
3060,330000,New Delhi,m,69.0,State,58.0,State,2,Bachelors,CSE,61.0,0,Uttar Pradesh,4,24,analyst,0.00045999999999998267
3061,220000,Bangalore,f,70.0,State,67.0,State,2,Bachelors,CSE,72.89,0,Uttar Pradesh,2,22,engineer,0.48838
3062,250000,Pune,f,85.67,State,75.67,State,2,Bachelors,CSE,66.67,0,Maharashtra,2,23,developer,0.15230000000000002
3063,350000,Noida,m,79.5,State,77.8,State,2,Bachelors,CSE,69.88,0,Uttar Pradesh,2,23,developer,-0.059379999999999766
3064,120000,chennai,m,64.0,State,71.0,State,2,Masters,CSE,68.0,0,Tamil Nadu,1,24,others,-0.4346
3065,185000,Chennai,m,94.0,State,83.0,State,2,Bachelors,ECE,69.0,0,Tamil Nadu,4,22,others,0.37951999999999997
3066,150000,Noida,m,73.2,State,74.6,State,2,Bachelors,CSE,76.75,0,Bihar,1,25,others,-0.14222
3067,220000,Noida ,f,62.6,State,68.04,State,2,Bachelors,CSE,71.1,0,Punjab,1,22,engineer,-0.10307999999999999
3068,120000,Pune,m,65.41,State,77.81,State,2,Masters,CSE,74.32,0,Maharashtra,1,26,engineer,0.05808
3069,240000,Hyderabad,f,82.0,State,83.3,State,2,Bachelors,CSE,76.97,1,Telangana,1,22,developer,0.8103
3070,325000,Mangalore,f,90.0,State,89.26,State,2,Bachelors,ECE,71.0,0,Kerala,1,23,engineer,0.09224000000000002
3071,305000,New Delhi,m,83.2,State,61.4,State,2,Bachelors,ME,58.0,0,Karnataka,2,24,manager,-0.17487999999999998
3072,360000,,m,80.0,State,63.83,State,2,Bachelors,CSE,76.44,0,Orissa,2,22,engineer,-0.31436000000000003
3073,145000,Pune,m,57.5,State,68.8,State,2,Masters,CSE,67.8,0,Uttar Pradesh,2,25,developer,-0.49572000000000005
3074,400000,,m,72.0,State,73.6,State,2,Bachelors,ME,72.19,0,Karnataka,2,23,others,-0.37332
3075,325000,Mysore,m,91.62,State,74.71,State,2,Bachelors,CSE,72.9,1,West Bengal,0,22,engineer,0.20440000000000005
3076,490000,Chennai,m,88.16,State,92.5,State,2,Bachelors,CSE,61.2,0,Andhra Pradesh,3,22,others,1.05022
3077,240000,New Delhi,m,65.5,State,66.0,State,2,Bachelors,CSE,68.58,0,Uttar Pradesh,2,24,others,-0.2083
3078,150000,Lucknow,m,79.0,State,83.4,State,2,Bachelors,CSE,73.3,0,Uttar Pradesh,1,22,developer,0.9287599999999999
3079,325000,Hyderabad,m,88.4,State,61.8,State,1,Bachelors,EEE,75.5,1,Delhi,1,22,engineer,0.4064
3080,75000,Lucknow,m,82.4,State,81.2,State,2,Bachelors,CSE,69.0,0,Uttar Pradesh,1,22,engineer,0.03284000000000002
3081,375000,hyderabad,f,83.0,State,82.0,State,2,Bachelors,CSE,73.5,0,Madhya Pradesh,2,23,engineer,-1.4429400000000001
3082,150000,Kolkata,f,72.5,State,53.2,State,2,Bachelors,ME,68.0,1,West Bengal,0,25,engineer,0.16086
3083,450000,,m,93.0,State,94.0,State,2,Bachelors,CSE,80.0,1,Telangana,1,22,developer,-0.009560000000000003
3084,180000,bangalore,f,92.32,State,84.5,State,2,Bachelors,ECE,83.0,0,Karnataka,0,23,engineer,0.64168
3085,375000,Chennai,m,92.0,State,90.0,State,2,Bachelors,CSE,75.0,0,Tamil Nadu,1,21,developer,0.2216200000000001
3086,325000,KOLKATA,m,87.0,State,73.0,State,2,Bachelors,CSE,75.0,0,Orissa,2,23,developer,-0.29506000000000004
3087,180000,Noida,f,74.0,State,78.0,State,2,Bachelors,CSE,75.0,0,Uttar Pradesh,1,20,engineer,0.37145999999999996
3088,500000,Pune,f,77.0,State,73.67,State,2,Bachelors,CSE,79.0,0,Uttarakhand,3,22,others,-0.09741400000000003
3089,180000,,m,79.0,State,69.0,State,2,Bachelors,CSE,62.0,1,Tamil Nadu,2,22,developer,0.6303
3090,160000,New Delhi,m,87.6,State,86.4,State,2,Bachelors,CSE,73.12,0,Madhya Pradesh,1,24,developer,-0.38605399999999995
3091,300000,chennai,m,68.0,State,72.0,State,2,Bachelors,CSE,70.0,1,Tamil Nadu,0,23,engineer,-0.31392
3092,200000,New Delhi,m,84.2,State,78.2,State,2,Bachelors,ECE,72.52,0,Uttar Pradesh,1,22,analyst,0.19141999999999998
3093,180000,,m,69.83,State,53.85,State,2,Bachelors,CSE,66.88,1,Rajasthan,2,22,engineer,0.13001999999999997
3096,370000,Navi Mumbai,m,91.6,State,86.6,State,2,Bachelors,ECE,72.0,0,Kerala,2,22,engineer,-0.12754
3097,200000,,m,70.0,State,70.0,State,2,Masters,CSE,69.0,0,Punjab,1,23,developer,-0.36002
3098,250000,Noida,f,87.4,State,79.0,State,2,Bachelors,EIE,78.7,0,Uttar Pradesh,1,24,engineer,-0.26039999999999996
3099,305000,Mumbai,m,74.0,State,78.0,State,2,Bachelors,CSE,72.0,0,Uttar Pradesh,1,23,engineer,0.5321600000000001
3100,200000,Bhopal,m,75.0,State,70.0,State,2,Bachelors,CSE,72.0,0,Madhya Pradesh,1,21,engineer,0.31424599999999997
3101,300000,,m,86.0,State,85.2,State,2,Bachelors,CSE,68.2,0,Uttar Pradesh,2,23,engineer,0.23710000000000003
3102,325000,chennai,f,86.8,State,78.6,State,2,Bachelors,ECE,77.4,0,Rajasthan,0,23,engineer,0.38443999999999995
3103,390000,Bhubaneswar,m,85.2,State,79.4,State,2,Bachelors,CSE,70.0,0,Haryana,3,22,others,-0.41263999999999995
3104,530000,Bangalore,f,69.92,State,65.54,State,2,Bachelors,CSE,57.66,1,Karnataka,3,22,engineer,0.33971999999999997
3105,360000,New Delhi,m,54.5,n/a,57.5,n/a,2,Bachelors,ECE,60.0,0,Uttar Pradesh,2,22,engineer,0.45043999999999995
3106,240000,Pune,f,75.0,n/a,64.0,n/a,2,Masters,CSE,64.0,1,Maharashtra,2,24,engineer,-0.57392
3107,305000,Bangalore,f,90.0,State,90.0,State,2,Bachelors,EEE,74.36,0,Andhra Pradesh,1,22,engineer,1.14788
3108,300000,Gurgaon,m,85.8,State,83.0,State,1,Bachelors,ECE,91.0,0,Madhya Pradesh,1,22,engineer,-0.1867
3110,60000,Howrah,m,73.0,State,76.0,State,2,Bachelors,CSE,74.0,1,West Bengal,1,24,developer,-0.51228
3111,330000,Chennai,m,85.3,State,92.2,State,2,Bachelors,ECE,70.24,0,Andhra Pradesh,1,22,engineer,-0.5962400000000001
3112,325000,New Delhi,m,58.0,n/a,60.0,n/a,2,Bachelors,ECE,66.0,0,Uttar Pradesh,4,23,engineer,0.277406
3113,145000,New Delhi,m,53.0,State,62.0,State,2,Bachelors,ECE,69.0,0,Uttar Pradesh,1,23,engineer,0.32868
3114,305000,BHUBANESWAR,m,85.5,State,58.2,State,2,Bachelors,ECE,63.2,0,Orissa,1,22,others,0.05088000000000002
3115,320000,Indore,m,52.5,State,51.6,State,1,Bachelors,EEE,66.66,1,Delhi,4,26,engineer,0.44168
3116,140000,Hyderabad,m,88.66,State,87.5,State,2,Bachelors,CSE,77.0,1,Telangana,1,21,trainee,-0.23138
3117,175000,Chennai,m,85.0,State,67.8,State,2,Bachelors,ECE,59.0,0,Maharashtra,1,22,engineer,0.32280000000000003
3118,330000,Hyderabad,m,74.6,State,80.8,State,2,Bachelors,CSE,63.8,1,Telangana,2,23,engineer,-0.007279999999999986
3119,95000,Faridabad,m,72.0,State,56.0,State,2,Bachelors,CSE,63.0,0,Haryana,1,22,developer,-2.1601600000000003
3120,300000,Pune,m,87.0,State,84.0,State,1,Bachelors,ECE,75.0,0,Uttar Pradesh,1,22,engineer,-0.049479999999999955
3121,325000,Mysore,m,73.0,State,61.0,State,2,Bachelors,ECE,72.0,1,West Bengal,0,25,engineer,-0.2881
3122,105000,Bangalore,m,66.5,State,68.77,State,2,Masters,CSE,77.04,0,Uttar Pradesh,1,24,developer,0.7193799999999999
3123,400000,Bangalore,f,73.0,State,71.3,State,2,Masters,CSE,79.7,1,Gujarat,4,24,engineer,-0.14982000000000004
3124,380000,Thane,m,84.3,n/a,86.5,n/a,2,Bachelors,ECE,68.87,0,Maharashtra,2,22,engineer,0.34931999999999996
3125,180000,Gurgaon,m,77.6,State,77.8,State,2,Bachelors,CSE,72.0,0,Uttar Pradesh,1,23,trainee,0.21917999999999993
3126,1210000,Bhopal,m,56.4,n/a,72.0,n/a,2,Bachelors,ME,64.0,0,Madhya Pradesh,1,24,others,0.0642
3127,75000,Trichur,f,92.0,n/a,86.29,n/a,2,Bachelors,ECE,77.14,0,Tamil Nadu,1,21,engineer,0.24904
3128,335000,Chennai,m,92.4,State,88.75,State,2,Bachelors,CSE,87.8,1,West Bengal,0,23,trainee,-0.04601999999999999
3129,180000,Gurgaon ,m,54.6,State,49.6,State,2,Bachelors,ECE,61.38,0,Uttar Pradesh,1,21,engineer,-0.19990000000000002
3130,180000,Mysore,m,87.0,State,71.0,State,2,Bachelors,CSE,68.0,0,Madhya Pradesh,0,25,developer,0.83644
3131,345000,Bangalore,f,73.8,State,92.9,State,2,Bachelors,ME,71.9,1,Telangana,1,22,consultant,0.41454000000000013
3132,180000,New Delhi,m,67.0,State,50.0,State,2,Masters,CSE,55.0,0,Uttarakhand,0,22,developer,0.5271600000000001
3133,200000,Ambala,m,65.0,State,69.0,State,2,Bachelors,ECE,67.4,0,Haryana,1,21,engineer,-0.5361999999999999
3134,315000,Chennai,m,73.4,State,74.4,State,2,Bachelors,CSE,61.2,1,Telangana,0,23,engineer,-1.36144
3135,405000,Bangalore,f,68.3,State,82.0,State,2,Bachelors,CSE,73.74,0,Uttar Pradesh,2,22,engineer,0.77376
3136,240000,Mumbai,m,62.0,State,60.2,State,2,Bachelors,CSE,68.3,0,Maharashtra,1,23,engineer,0.08302000000000001
3137,210000,,f,70.0,State,70.0,State,2,Bachelors,CSE,72.0,0,Uttar Pradesh,2,23,developer,-0.48584000000000005
3138,550000,Hyderabad,f,92.2,State,94.3,State,1,Bachelors,ME,88.1,1,Telangana,2,22,others,0.57162
3139,490000,Bangalore,m,83.2,State,77.33,State,2,Bachelors,EEE,75.67,1,Karnataka,8,18,others,-0.52826
3140,400000,Pune,f,78.61,n/a,76.33,n/a,2,Bachelors,CSE,63.0,0,Maharashtra,1,22,others,-0.27283999999999997
3141,450000,Bangalore,m,85.2,State,72.4,State,2,Bachelors,CSE,66.13,0,Uttar Pradesh,4,22,engineer,-0.91516
3142,325000,Bangalore,m,71.0,State,75.69,State,2,Bachelors,CSE,62.3,1,Rajasthan,1,20,developer,0.75804
3143,325000,Chennai,m,88.4,State,74.6,State,2,Bachelors,CSE,78.52,0,Uttar Pradesh,1,24,engineer,-1.00582
3144,400000,Gurgaon,m,70.2,State,61.2,State,2,Bachelors,ECE,72.98,0,Uttar Pradesh,3,25,engineer,-0.29023999999999994
3145,325000,Pune,m,85.0,State,74.4,State,1,Bachelors,CSE,63.0,0,Uttar Pradesh,1,23,engineer,-0.035519999999999996
3146,325000,Bangalore,m,90.0,State,94.5,State,2,Bachelors,ECE,72.0,1,Telangana,2,23,engineer,-0.9043199999999999
3147,300000,Noida,m,77.8,State,58.8,State,2,Bachelors,CSE,73.3,0,Uttar Pradesh,3,23,analyst,-0.3229
3148,180000,Mumbai,m,73.5,State,71.85,State,2,Bachelors,ECE,65.44,0,Rajasthan,1,25,engineer,0.7752399999999999
3149,650000,New Delhi,m,76.4,State,66.0,State,2,Bachelors,CSE,87.0,0,Uttar Pradesh,5,22,engineer,0.7849
3150,145000,Bangalore,f,71.0,State,64.0,State,2,Bachelors,CSE,81.0,1,Tamil Nadu,1,22,analyst,-4.194380000000001
3151,380000,Bangalore,m,81.0,n/a,86.1,n/a,2,Bachelors,ECE,98.4,0,Andhra Pradesh,5,21,others,0.18814
3152,300000,,f,82.0,State,79.0,State,2,Bachelors,CSE,74.0,1,Telangana,1,22,others,0.45
3153,80000,Noida,m,66.66,State,80.4,State,2,Bachelors,CSE,64.29,0,Uttar Pradesh,1,19,analyst,-0.051000000000000004
3154,120000,Ambala,m,73.8,State,60.2,State,2,Bachelors,CSE,58.0,0,Haryana,1,22,others,-0.4545
3155,180000,pune,m,77.0,State,65.0,State,2,Bachelors,CSE,65.0,0,Madhya Pradesh,2,22,others,-1.6370999999999998
3156,340000,Bangalore,f,84.5,State,93.8,State,2,Bachelors,ECE,82.0,0,Andhra Pradesh,1,22,engineer,0.29735999999999996
3157,85000,Bangalore,f,72.4,State,63.6,State,2,Bachelors,CSE,65.0,0,Orissa,1,23,trainee,-2.15594
3158,180000,Noida,m,70.0,State,62.0,State,2,Bachelors,CSE,63.3,0,Uttar Pradesh,1,22,developer,0.54622
3159,130000,New Delhi,m,72.0,State,72.0,State,2,Bachelors,ECE,64.45,0,Uttarakhand,1,20,engineer,-0.35537999999999975
3160,450000,Pune,m,83.0,State,71.4,State,2,Bachelors,CSE,68.1,0,Orissa,1,25,engineer,0.5708599999999999
3161,120000,Indore,m,75.0,State,73.0,State,2,Bachelors,CSE,66.0,0,Madhya Pradesh,1,23,developer,-0.10019999999999998
3162,220000,Khopoli,m,69.53,State,66.17,State,2,Bachelors,ME,63.6,0,Maharashtra,1,22,engineer,0.03972
3163,215000,Jabalpur,f,77.8,State,73.6,State,2,Bachelors,CSE,75.5,0,Madhya Pradesh,1,23,others,-0.14777999999999997
3164,265000,Gurgaon,m,71.2,State,72.0,State,2,Bachelors,CSE,76.9,0,Uttar Pradesh,1,22,developer,0.23945999999999995
3165,410000,bangalore,m,84.33,State,93.8,State,2,Bachelors,CSE,73.7,0,Andhra Pradesh,2,21,developer,-0.6428200000000001
3166,120000,Mysore,m,89.12,State,57.5,State,2,Bachelors,ME,70.0,0,Karnataka,0,23,trainee,-0.07746000000000003
3167,310000,,m,75.71,State,53.44,State,2,Masters,CSE,79.6,0,Karnataka,3,25,engineer,0.14748
3168,255000,Mumbai,m,67.0,State,59.4,State,2,Bachelors,ECE,67.46,0,Uttar Pradesh,1,23,others,-0.8910399999999999
3169,325000,Bangalore,m,71.84,State,66.83,State,2,Bachelors,CSE,70.35,0,Karnataka,1,22,engineer,0.07348000000000002
3170,235000,Hyderabad,f,92.0,State,95.0,State,2,Bachelors,ECE,83.0,1,Telangana,1,21,engineer,-0.12710000000000005
3171,120000,Indore,m,77.0,State,76.0,State,2,Bachelors,CSE,67.22,0,Madhya Pradesh,1,23,developer,-1.04186
3172,155000,Hyderabad,m,80.0,State,83.1,State,2,Bachelors,CSE,67.87,0,Telangana,1,24,developer,0.23314000000000004
3173,150000,Noida,m,70.16,State,66.8,State,2,Masters,CSE,69.7,0,Punjab,0,23,developer,-0.22479999999999997
3174,650000,,m,80.4,State,80.0,State,2,Bachelors,EIE,66.74,0,Uttar Pradesh,4,22,others,-0.9105800000000001
3175,100000,Chennai,m,79.0,State,87.0,State,2,Bachelors,ECE,73.4,1,Tamil Nadu,1,21,associate,0.38144
3176,180000,Chandigarh,f,82.2,State,68.8,State,2,Bachelors,ECE,74.0,0,Himachal Pradesh,1,23,developer,0.41685999999999995
3177,340000,Noida,m,69.66,State,69.6,State,2,Bachelors,CSE,71.7,0,Uttar Pradesh,1,22,analyst,-1.2029599999999998
3178,250000,New Delhi,m,80.8,State,66.2,State,2,Bachelors,ECE,87.5,1,Tamil Nadu,4,22,engineer,0.026000000000000013
3179,500000,New Delhi,f,95.4,State,93.2,State,2,Bachelors,CSE,79.7,0,Uttar Pradesh,3,23,engineer,0.015199999999999991
3180,400000,Bangalore,f,88.0,State,75.8,State,2,Bachelors,CSE,71.8,0,Uttar Pradesh,3,23,developer,-0.21962
3181,120000,GURGAON,m,60.83,State,53.2,State,2,Bachelors,ECE,71.52,0,Uttar Pradesh,0,23,engineer,-0.26098
3182,565000,Bangalore,m,75.4,State,85.33,State,2,Bachelors,ECE,67.11,0,Madhya Pradesh,2,24,engineer,-0.509014
3183,325000,Pune,m,91.1,State,92.4,State,1,Bachelors,CSE,83.55,1,Delhi,1,22,engineer,-0.14745999999999998
3184,215000,chennai,f,83.0,State,72.9,State,2,Bachelors,EEE,68.5,0,Andhra Pradesh,1,22,engineer,0.07256
3185,175000,chennai,m,87.4,State,86.6,State,2,Bachelors,EEE,78.4,1,Tamil Nadu,0,22,engineer,0.26444000000000006
3186,180000,Jaipur,m,66.67,State,57.1,State,2,Masters,CSE,73.0,1,Tamil Nadu,1,27,developer,-0.27816
3187,345000,Chennai ,m,56.0,State,58.0,State,2,Masters,CSE,78.0,0,Tamil Nadu,2,24,analyst,0.49154
3188,180000,Pune,f,82.5,State,73.0,State,2,Bachelors,CSE,53.25,1,Maharashtra,1,22,manager,0.57226
3189,100000,Hyderabad,m,80.8,State,81.5,State,2,Bachelors,CSE,74.0,0,Andhra Pradesh,1,21,developer,0.5492199999999999
3190,335000,Kolkata,m,84.2,State,80.2,State,2,Bachelors,CSE,80.5,1,West Bengal,2,23,developer,0.79702
3191,370000,Noida,f,83.0,State,79.5,State,2,Bachelors,ECE,73.18,0,Uttar Pradesh,3,23,engineer,-0.33083999999999997
3192,340000,Bangalore,f,94.4,State,85.0,State,2,Bachelors,ECE,80.29,1,Karnataka,2,22,engineer,0.6688600000000001
3193,120000,Hyderabad,m,83.5,State,87.3,State,2,Bachelors,CSE,64.7,0,Andhra Pradesh,2,21,engineer,-0.89746
3194,325000,Bangalore,m,75.2,State,60.2,State,2,Bachelors,CSE,69.54,0,Uttar Pradesh,1,22,engineer,-0.5103200000000001
3195,325000,Mangalore,m,85.0,State,67.0,State,2,Bachelors,CSE,76.0,0,Haryana,0,24,engineer,-0.30232000000000003
3196,120000,keral,m,73.0,State,50.0,State,2,Bachelors,ECE,64.86,0,Chhattisgarh,1,23,engineer,-1.7759999999999998
3197,320000,Pune,m,89.5,State,73.4,State,2,Bachelors,CSE,70.06,1,West Bengal,1,22,engineer,-0.8256400000000002
3198,180000,Gurgaon,m,72.0,State,65.0,State,2,Bachelors,ECE,59.8,0,Uttar Pradesh,0,22,analyst,0.037920000000000044
3199,260000,Mumbai,m,84.62,State,65.4,State,2,Bachelors,CSE,76.0,0,Gujarat,1,22,developer,0.16422000000000003
3200,200000,,f,89.0,State,85.0,State,2,Bachelors,CSE,76.0,0,Madhya Pradesh,0,23,associate,-0.10739400000000003
3201,265000,Patna,m,86.6,State,81.5,State,2,Bachelors,EEE,78.0,1,West Bengal,2,23,manager,-0.5399
3202,205000,Roorkee,m,90.4,State,84.6,State,2,Bachelors,ME,83.5,0,Uttarakhand,2,20,others,-1.45504
3203,240000,Pune,m,68.8,State,68.7,State,2,Bachelors,ECE,67.0,0,Orissa,1,23,trainee,0.48132
3204,310000,Kolkata,m,81.5,State,80.2,State,2,Bachelors,CSE,82.0,1,West Bengal,1,24,engineer,0.025560000000000006
3205,410000,Hyderabad,m,91.5,n/a,98.7,n/a,2,Bachelors,ECE,74.26,1,Telangana,3,21,engineer,-0.8111
3206,205000,Bangalore,f,64.0,State,60.0,State,2,Bachelors,CSE,65.0,1,Karnataka,1,23,analyst,0.5610200000000001
3207,205000,Hyderabad,f,86.0,State,80.0,State,2,Bachelors,EEE,80.7,1,Telangana,2,23,engineer,-0.7627599999999999
3208,215000,Gurgaon,f,81.0,State,74.4,State,2,Bachelors,ECE,70.0,0,Uttar Pradesh,1,22,associate,0.15398
3209,460000,Chennai,m,88.5,State,88.16,State,2,Bachelors,CSE,80.0,1,Tamil Nadu,4,22,others,0.2596800000000001
3210,405000,Hyderabad,m,80.0,State,94.5,State,2,Bachelors,CSE,70.1,0,Andhra Pradesh,2,22,consultant,0.8044
3211,480000,Hyderabad,f,89.6,State,95.4,State,2,Bachelors,EEE,74.7,0,Andhra Pradesh,4,22,others,0.4662
3212,325000,hyderabad,f,92.5,State,95.3,State,2,Bachelors,CSE,79.6,1,Telangana,2,21,engineer,0.08335999999999998
3213,210000,Mumbai,m,91.53,State,71.17,State,1,Bachelors,ME,60.7,1,Maharashtra,1,21,trainee,0.06996
3214,240000,Hyderabad,m,87.33,State,93.7,State,2,Bachelors,ECE,74.64,0,Andhra Pradesh,1,23,developer,0.64134
3215,450000,,m,86.0,State,73.0,State,1,Bachelors,CSE,66.6,0,Gujarat,2,22,developer,0.12862
3216,250000,Chennai,m,77.6,State,68.5,State,2,Bachelors,CSE,71.0,0,Tamil Nadu,1,22,engineer,0.3903
3217,145000,lucknow,f,54.6,State,61.4,State,2,Bachelors,other,70.86,0,Uttar Pradesh,1,23,executive,-0.03338
3218,520000,Greater NOIDA,m,79.2,State,73.0,State,2,Bachelors,ECE,68.96,0,Uttar Pradesh,2,22,engineer,-0.23401999999999998
3219,400000,hyderabad,f,89.0,n/a,97.0,n/a,2,Bachelors,CSE,74.0,1,Telangana,3,21,senior,0.7806799999999999
3220,145000,Gurgaon,f,82.2,State,72.3,State,2,Bachelors,other,63.4,0,Haryana,2,21,executive,-0.39336
3221,420000,Bangalore,m,57.0,State,51.0,State,2,Bachelors,CSE,64.7,0,Karnataka,2,25,engineer,-0.5605399999999999
3222,150000,Hyderabad,m,85.66,State,92.0,State,2,Bachelors,ME,66.81,0,Andhra Pradesh,1,22,associate,0.36594
3223,325000,Pune,f,83.0,State,73.0,State,2,Bachelors,ECE,67.0,0,Uttar Pradesh,1,23,engineer,0.017020000000000014
3224,200000,Nasikcity,m,77.0,State,75.0,State,2,Bachelors,ME,65.42,1,Telangana,1,22,engineer,0.954086
3225,300000,Bangalore,m,65.0,State,65.4,State,1,Bachelors,CSE,67.72,0,Uttar Pradesh,1,24,engineer,-0.46457999999999994
3226,200000,Indore,m,61.57,State,54.33,State,2,Bachelors,CSE,79.6,0,Madhya Pradesh,1,22,developer,0.41558
